,id,MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
160,37297,1.4524,15,4.31064572425829,1.0567651632970452,2808,2.147806004618938,35.3,-119.07,0.7861721
161,37298,2.9832,36,4.827651515151516,1.032520325203252,1511,2.724752475247525,37.66,-122.11,1.5651196
162,37299,5.1777,26,5.084615384615384,1.0,504,2.777173913043478,34.17,-118.42,3.0747952
163,37300,2.5197,35,4.944333996023857,1.0558464223385688,1497,2.35661131147541,37.8,-122.26,1.3518429
164,37301,3.0403,41,4.341145833333333,1.1708333333333334,939,2.745614035087719,33.9,-118.35,2.3419545
165,37302,1.3191,16,4.510948905109489,1.051094890510949,3059,1.4635036496350364,38.67,-121.29,0.87058395
166,37303,5.9202,25,6.128851540616247,1.031372549019608,938,2.5686274509803924,37.24,-121.98,3.0183542
167,37304,5.5563,27,6.281739130434783,1.0739130434782609,1335,2.734782608695652,32.8,-116.91,2.3132648
168,37305,3.0114,34,5.36624203821656,1.0335820895522387,4100,2.7572815533980584,38.59,-121.38,1.5452325
169,37306,3.7188,19,4.786854460093897,1.0116618075801749,2817,2.516333938294011,32.85,-116.96,1.492545
170,37307,4.0049,23,5.253863157894737,1.0154525386313469,1877,2.6198630136986303,33.72,-117.99,2.428859
171,37308,8.2831,32,8.062893081761006,1.056710775047259,596,2.075391180654339,37.36,-122.03,4.864477
172,37309,5.4485,29,6.009009009009009,1.0,1713,2.508108108108108,37.92,-121.99,2.7483425
173,37310,3.3679,21,4.781659388646288,1.0619469026548674,1087,2.388646288209607,33.19,-117.37,1.7718737
174,37311,3.5114,52,5.146520146520147,1.051282051282051,905,3.8996960486322174,37.75,-122.16,1.1774447
175,37312,3.1127,17,5.3788927335640135,1.0474040632054176,1353,3.13452914798206,32.7,-117.1,1.3555021
176,37313,4.4167,25,4.478176527643065,1.0041551246537397,1085,2.788860103626943,33.94,-118.32,1.7541
177,37314,3.2946,52,3.292825112107624,1.0407239819004526,1202,1.4950248756218905,37.8,-122.43,4.0702004
178,37315,2.2448,35,4.917857142857143,1.0372340425531914,1386,3.27081632653061,36.81,-119.69,0.71942204
179,37316,1.6571,9,4.808695652173913,1.2178683385579938,1335,3.5597826086956523,36.14,-120.36,0.51525664
180,37317,8.3605,13,8.16279069767442,1.041860465116279,1585,3.1116279069767443,33.65,-117.64,3.6733625
181,37318,4.4777,39,5.317865429234339,1.0538922155688624,2370,3.8458498023715415,33.96,-118.31,1.8479415
182,37319,3.7381,22,4.818443804034582,0.9852289512555392,2415,2.359838274932614,34.02,-117.43,1.2303166
183,37320,2.0347,32,4.683168316831683,1.041050446505262,1109,2.717491749174917,35.37,-119.0,0.7808213
184,37321,3.4015,23,4.176315789473684,1.1263157894736842,1464,2.144736842105264,37.98,-121.34,1.3407912
185,37322,4.8953,13,5.280442804428044,0.9949367088607596,2683,2.861198738170347,38.63,-121.42,2.323624
186,37323,4.2837,17,5.140186915887851,1.0369127516778522,1092,2.1219903691813804,33.47,-117.66,3.6918728
187,37324,2.5195,35,5.144886363636363,1.0113636363636365,671,2.602272727272727,38.04,-121.37,0.9620423
188,37325,1.9073,52,2.5535714285714284,1.1453287197231834,526,1.6388261851015802,34.1,-118.37,2.8303258
189,37326,1.9464,34,3.9127516778523495,1.0687679083094557,2085,3.723707664884136,32.71,-117.04,0.91023785
190,37327,1.8477,52,3.2963374028856824,1.078740157480315,686,1.908174692049272,37.77,-122.41,2.4221735
191,37328,3.2981,29,5.178362573099415,1.0789115646258505,1043,2.702127659574468,37.8,-121.21,1.1828392
192,37329,2.2976,20,4.25,1.064102564102564,2129,3.071794871794872,34.1,-118.24,1.3123488
193,37330,2.3421,22,3.8484848484848486,1.0717863105175292,7139,2.8454011741682974,38.66,-121.64,1.1375929
194,37331,3.3333,21,4.027027027027027,1.027027027027027,577,2.667953667953668,34.28,-119.29,2.2190778
195,37332,1.9937,20,4.474714518760195,1.1174551386623164,1734,2.787003610108304,33.76,-117.05,1.1444643
196,37333,4.2262,52,4.291297935103245,0.9665071770334928,1290,2.382096069868996,34.12,-117.87,1.7570719
197,37334,2.5,28,3.706206896551724,1.012594458438287,585,2.396135265700483,37.79,-122.27,1.1325285
198,37335,4.0588,13,6.131736526946108,1.0124653739612188,2957,2.5968169761273208,32.73,-116.77,2.1203098
199,37336,3.0651,19,5.545562130177514,1.0397387044093631,2205,2.5098039215686274,36.98,-121.32,1.8772112
200,37337,1.7981,20,4.686046511627907,1.1569767441860466,1135,2.336099585062241,37.33,-119.65,0.6061263
201,37338,2.6406,36,4.908466819221968,1.0170261066969353,2071,2.255885363357216,34.09,-118.36,2.48877
202,37339,2.9735,9,5.451086956521739,1.1331521739130437,2661,3.2565217391304344,37.39,-120.71,1.389381
203,37340,2.7308,43,3.7374701670644392,1.045822102425876,1820,3.431226765799257,33.98,-118.25,1.2662799
204,37341,5.0206,16,5.496969696969697,1.0265151515151516,1315,2.647727272727273,37.41,-121.86,2.682941
205,37342,3.3836,22,4.928363988383349,1.0744466800804828,899,2.6780905752753976,33.66,-117.98,2.3766384
206,37343,2.3859,25,3.747875354107649,1.0538243626062322,1016,5.212361331220285,34.28,-118.46,1.7533357
207,37344,4.0703,27,5.069868995633188,1.0635359116022098,2216,3.094437257438551,38.0,-122.32,1.9142785
208,37345,10.7958,31,8.944642857142858,1.2366071428571428,976,2.9642857142857144,34.11,-118.67,4.824581
209,37346,1.5132,24,2.843642611683849,1.1643454038997214,1509,3.072769953051643,34.07,-118.29,1.972069
210,37347,2.6458,43,4.4491525423728815,1.1483050847457628,1543,2.940677966101695,33.94,-118.33,1.5483462
211,37348,3.4844,18,6.139767054908486,1.077720207253886,999,2.5848101265822785,40.2,-122.19,1.1327226
212,37349,2.1524,28,3.76890756302521,0.96218487394958,1135,3.4201680672268906,34.09,-118.16,1.6465831
213,37350,3.0252,32,4.292887029288703,1.0890410958904109,1511,2.9262886597938143,34.1,-118.13,2.1240075
214,37351,5.1104,15,5.640198511166253,1.083623693379791,13251,2.946058091286307,33.63,-117.91,2.6257577
215,37352,3.3898,31,3.7520858164481528,1.045822102425876,1685,2.5927601809954752,34.25,-118.31,2.3802009
216,37353,3.8086,14,5.204761904761905,1.1288343558282208,1548,2.747292418772563,33.18,-117.13,1.7637844
217,37354,5.1305,16,4.765864332603939,1.06984667802385,905,1.8971291866028708,34.21,-118.48,2.068451
218,37355,3.5735,10,5.479591836734694,1.0489795918367346,2255,2.53061224489796,34.1,-117.68,1.3823936
219,37356,1.3167,42,4.441127819548667,1.1707920792079207,765,3.24330900243309,37.75,-121.43,0.76980406
220,37357,6.3767,25,7.471786833855799,1.03971119133574,2519,3.371900826446281,33.72,-117.6,2.8810475
221,37358,7.7889,14,7.773191094619666,1.05893536121673,951,2.958592132505176,37.36,-122.13,3.9106116
222,37359,7.6864,14,8.321678321678322,1.0558659217877095,6675,3.263910969793322,38.05,-122.19,3.5777392
223,37360,2.5625,21,4.70873786407767,1.073094867807154,697,2.985436893203884,36.62,-119.33,0.8684582
224,37361,4.9318,14,5.491176470588235,0.9970588235294118,1392,2.3234117647058823,34.18,-118.4,2.537283
225,37362,0.7075,41,3.92587601078167,0.9662921348314608,1175,3.676737160120846,36.71,-119.76,0.65903884
226,37363,1.2841,26,3.826923076923077,1.0064102564102564,639,3.7884615384615374,37.44,-120.76,0.6364605
227,37364,6.0663,23,6.296724470134874,1.0518731988472625,2106,3.198697068403909,34.21,-118.86,2.9675107
228,37365,5.894,16,6.708185053380783,1.0029498525073746,979,3.088016967126193,37.59,-122.04,2.6482015
229,37366,2.2981,13,5.126721763085399,1.051643192488263,1286,2.865013774104684,33.23,-117.34,1.3824908
230,37367,3.3715,23,4.558343789209536,1.1618625277161865,1035,2.7489239598278337,37.8,-121.22,1.4529369
231,37368,3.2645,20,5.518024032042724,1.0060240963855422,3082,3.5060240963855422,35.32,-119.04,0.65527624
232,37369,2.6429,36,5.154228855721393,1.0165837479136213,673,2.615257048092869,33.89,-118.13,1.5497735
233,37370,2.7708,16,5.3655462184873945,0.9831932773109244,1005,3.0892857142857144,37.96,-120.64,1.0808161
234,37371,2.2277,32,4.011709601873435,1.0825556353194543,2085,2.058472553699284,38.59,-121.4,1.2198812
235,37372,2.6083,25,4.835930339138405,1.048587570621469,1175,3.3476297968397293,34.15,-117.24,0.81308055
236,37373,1.6331,18,4.082228116710875,1.1091445427728617,906,1.9201388888888888,33.99,-116.47,0.72117823
237,37374,1.8163,34,4.763993948562784,1.041899441340782,909,4.5559174809989145,33.92,-118.21,1.0984987
238,37375,3.7258,10,5.481296758342941,1.1164483260553129,1462,3.0632911392405062,34.08,-117.46,1.2787222
239,37376,3.7361,39,4.08,1.1311111111111112,1587,2.223333333333333,34.04,-118.39,3.79389
240,37377,6.1142,4,7.17004048582996,1.0635179153094465,3188,3.020344287949922,37.97,-121.8,2.446726
241,37378,2.9821,52,4.321428571428571,1.0396825396825398,937,3.193846153846154,37.74,-122.44,2.3391955
242,37379,1.9722,18,4.667953667953668,1.1837871287128714,1452,2.023166023166023,36.35,-119.61,0.7233955
243,37380,1.7812,17,4.97986577181208,1.1926002166847225,1535,2.4328859060402683,38.5,-121.55,0.67581767
244,37381,2.4866,17,5.342233009708738,1.0471204188481675,1675,2.867330016583748,39.66,-121.58,1.2092875
245,37382,2.2094,19,5.504983377483444,1.007817589576547,2577,1.7511400651465798,33.71,-117.2,1.0456628
246,37383,8.174,10,7.132930513595459,1.0886075949367089,1243,2.584362139917696,37.83,-122.11,3.812697
247,37384,5.1695,5,6.164670658682635,1.0440097799511003,1221,2.6522327469553453,38.02,-121.31,1.8057642
248,37385,5.4155,12,6.300813008130081,1.089430894308943,1506,2.760975609756098,33.7,-117.77,2.8425055
249,37386,2.16,24,3.923512747875354,1.105906313645621,862,1.6267281105990783,36.77,-119.82,0.9488148
250,37387,2.1111,18,3.33130081300813,1.1501915019150193,664,2.16260162601626,34.1,-118.28,1.9508164
251,37388,7.439,23,7.168905950086058,1.0124610591900312,8656,2.758364312267658,37.88,-122.12,3.247241
252,37389,5.3912,25,6.198347107438017,1.0523168908819134,1793,2.969465648854962,37.26,-121.93,2.851171
253,37390,7.1381,13,5.733197556008147,1.0288248337028825,2789,3.087565674255692,33.9,-118.06,3.3475797
254,37391,3.8417,30,4.064606741573034,1.123529411764706,1004,1.9597701149425288,34.18,-118.38,2.1261277
255,37392,1.8945,15,5.079119086460032,1.1421319796954317,2616,3.1898454746136866,36.8,-119.76,0.59498745
